category,title,votes,end date
인권/성평등,우리 아이들 의 생명권 과 자유권 과 교육권 을 묵살한 문재인대통령 은 해명해 주십시요,668,2020-05-13
육아/교육,어린이집 원장의 비리와 그 비리를 도운 보육과 공무원들을 고발합니다,599,2020-05-13
정치개혁,코로나 확산방지에 태만한 예천군수를 조사해 주세요,3388,2020-05-13
정치개혁,재외공관 개표 금지,414,2020-05-13
보건복지,"사각지대에 놓인 요가,필라테스 종사자들 지원대책마련을 청원합니다.",251,2020-05-13
일자리,더이상 당하고 싶지않습니다.,298,2020-05-13
외교/통일/국방,아프리카   DR콩고 전세기 시급합니다,1253,2020-05-13
보건복지,서울시 긴급재난생활지원금에서 실업급여 수급자 제외는 부당합니다.,697,2020-05-13
행정,"5월에 있는 세무사 시험, 노무사 시험 연기해주세요",2136,2020-05-13
육아/교육,"사립 유치원, 정부지원금 받고도 교사 임금삭감을 청원합니다",545,2020-05-13
보건복지,약사법 50조 3항의 개정을 제안합니다.,6207,2020-05-13
경제민주화,대구시 재정운영 및 회계에 대한 특별감사를 실시해주세요.,1089,2020-05-13
안전/환경,층간소음 때문에 죽겠습니다. 언제까지 아래층만 참아야 되나요.,3171,2020-05-13
기타,경찰들의 초등수사가 늦어서 보이스피싱 범인을 놓친 사연입니다.,351,2020-05-13
육아/교육,코로나 사태로 개강이 미뤄지고 사이버강의로 대처되는 대학교 등록금을 일부 환불해 주세요,14842,2020-05-13
반려동물,동물병원 진료비,809,2020-05-13
일자리,유상운송보험특약.. 7인승이상 승용에서..,136,2020-05-13
일자리,경계선지능장애들이 모여 할 수 있는 직장을 갖게해주세요,731,2020-05-13
보건복지,2020년 간호조무사 시험 5월엔 볼수 있도록해주세요,333,2020-05-13
행정,건강보험료 직장가입자와 지역가입자의 차별을 두지 말아주세요,523,2020-05-13
보건복지,'의료인의 날' 제정을 청원합니다.,177,2020-05-13
성장동력,자영업자 지원  은행이 아닌 국세청에서 지급해주세요,210,2020-05-13
교통/건축/국토,"건축물 대장에는 기입대어있고 농지법으로는 불법건물 정말 미치겠습니다,",133,2020-05-13
일자리,대한민국의 국민입니다. 내 나라에서 죽어가고 있습니다. 살려주십시요,455,2020-05-13
일자리,**생명 FC에 대한 부당한 횡포,150,2020-05-13
경제민주화,김현미국토부장관에 고함,506,2020-05-13
안전/환경,민식이법 시행과더불어 어린이보호 구역내 불법 주ㆍ정차 치워주세요,831,2020-05-13
일자리,국민 고용보험 도입을 청원합니다!,769,2020-05-13
보건복지,복권방도 대한민국 국민이요. 소상공인입니다.,454,2020-05-13
경제민주화,**에서 시장조성자의 악의적인 무분별한 공매도 금지요청,405,2020-05-13
보건복지,8년차 치과위생사의 억울한 외침(치과전문간호조무사 양성반대),1025,2020-05-13
인권/성평등,촉법소년 법안 개정 (헌법 제2장 10),2069,2020-05-13
보건복지,외국에서 일하는 자녀에게 마스크 보냅니다,209,2020-05-13
외교/통일/국방,일본 키트 지원시 7광구 개발권 및 연장을 약속받고 지원해주십시오,801,2020-05-13
인권/성평등,각종 전문직 시험 여성 합격자 비율을 최소 50% 이상 보장해주세요.,212,2020-05-13
보건복지,"강력한 사회적거리두기 운영제한 업종(종교, 학원, 실내체육시설 등등) 임대료 면제 정책 촉구",427,2020-05-13
보건복지,초중고 가정에도 돌봄쿠폰지급해주세요,12341,2020-05-14
보건복지,치과조합사기사건입니다.,228,2020-05-14
행정,통영시 **읍 소속 마을 이장이 무료 배포된 마스크를 빼돌렸음에도 이를 은폐하고 거짓으로 답변한 **읍사무소,455,2020-05-14
경제민주화,외교부의 신뢰를 무너뜨리고 주식시장을 교란시킨 기자를 엄벌에 처해주십시요.,880,2020-05-14
교통/건축/국토,당첨이후 분양권(피팔이) 심각합니다.  시급히 조사 및 개선이 필요합니다.,392,2020-05-14
육아/교육,250만 재중 한국인을 위한 공공한인도서관을 설립해주세요,132,2020-05-14
보건복지,국민건강보험 부과체계 시정 요구,855,2020-05-14
기타,유튜브 '부*******'에 대한 처벌이 필요합니다.,647,2020-05-14
문화/예술/체육/언론,*** 멤버인 **(유**씨) 연예계복귀를 불가하도록 청원 부탁드립니다.,506,2020-05-14
기타,"소상공인들의 사업장 임차료에 대한 부가세,  한시적 감면을 청원합니다.",210,2020-05-14
미래,청소년 폭행,705,2020-05-14
행정,지원 제외되는 진짜소상공인,228,2020-05-14
보건복지,아빠를 도와주세요,2036,2020-05-14
교통/건축/국토,신분당선 지하상가 임대료를 인하해주실것을 요청합니다.(서울지하철2호선 강남역 지하상가임대료를 인하한 것처럼),134,2020-05-14
보건복지,청소년에게도 긴급양욱수당 지급해주시고 급식은 도시락으로 보급해주세요,768,2020-05-14
육아/교육,고등학교 1학년 등록금 감면을 건의합니다,10949,2020-05-14
육아/교육,온라인개학. 장애인부모입니다.,307,2020-05-14
육아/교육,온라인 개학을 다시 고려해주시길 바랍니다.,713,2020-05-14
육아/교육,초등교과서에 환경과목을 신설해 주세요,368,2020-05-14
반려동물,강아지공장 강아지분양사기 없어졌습좋겠습니다.,865,2020-05-15
교통/건축/국토,단독주택 옆 공동묘지라니????,211,2020-05-16
교통/건축/국토,**과적단속반의 부당함을 고발합니다,616,2020-05-16
보건복지,생활지원사들의 위치추적앱(맞춤광장) 사용을 금지하여 주십시오.,32612,2020-05-16
정치개혁,대구 추경 1조원증액 취소 청원합니다.,8632,2020-05-16
인권/성평등,"문재인대통령님, 임기내에 세월호의 완벽한 진상규명을 부탁드립니다.",1991,2020-05-16
육아/교육,온라인 개학 취소를 청원합니다,1439,2020-05-16
행정,비례대표 투표하러 왔는데요.... 누가 제이름으로 이미 투표를 했대요,4962,2020-05-16
외교/통일/국방,"50기 의무사관 후보생 간의 처우, 배치 특혜를 철회하십시오.",431,2020-05-16
인권/성평등,중국 공안들이 아내 몸에 손을 대고 제게 누명을 씌워 강제연행 구금을 당했습니다,1938,2020-05-16
외교/통일/국방,"50기 군의관 , 특혜 논란",875,2020-05-16
기타,20대 청년들의 스타트업 사업 아이템을 강제로 갈취하고 생계를 위협하는 **시 문화재단의 갑질 횡포를 고발합니다.,353,2020-05-16
문화/예술/체육/언론,[도와주십시오 국민 여러분] 코로나19에도 '언론사'들이 광고 협찬을 강압적으로 요청합니다.,2379,2020-05-16
행정,"제 인생 첫 투표권을 포함한 수많은 재외국민, 해외입국자, 자가격리자,코로나 확진자의 투표권을 보장하십시오.",746,2020-05-16
보건복지,대구시민이라는 것만으로  진료청구에 부당함을 호소합니다.,290,2020-05-16
행정,화장품 책임판매관리자교육의 과도한 교육비용 인하 요청,388,2020-05-16
교통/건축/국토,서울 강남구 재건축 지역에 탈북자 새터민 아파트 의무비율로 법제화 시켜주세요.,146714,2020-05-16
외교/통일/국방,일본에서 교통사고 당한 제 아들을 한국으로 이송시켜 주세요,9608,2020-05-16
기타,대한민국 국군은 코로나 병사를 버리려 하는가,254,2020-05-16
반려동물,개소리에 고통받고 있는 저 좀 살려주세요.(불법가정집펫시터금지법안의 실질적 처벌조항 미비),769,2020-05-16
반려동물,코로나로 문닫은 동물원 동물들이 죽고있습니다.,2743,2020-05-16
보건복지,긴급재난지원금은 국민 모두가 공평하게 받아야 합니다.,2029,2020-05-16
안전/환경,"아동,청소년 관련시설에서 성범죄자의 취업제한 기간을 무기한 연장해주세요.",829,2020-05-16
육아/교육,초.중.고생들도 코로나지원금 지급하라,1325,2020-05-16
기타,간통죄 처벌 할수있게  해주세요,33976,2020-05-16
교통/건축/국토,**건설의 사기분양의 함정에 빠졌습니다.,298,2020-05-16
일자리,코로나19 경제위기속 음주사면,482,2020-05-16
인권/성평등,"[텔레그램 n번방]관공서에서 개인 주민등록번호 열람시 본인에게 문자가 가도록, 또한 열람을 누가 했는지 기록을 남기도록 해야합니다.",1080,2020-05-16
인권/성평등,아빠를 위장한 친족 성폭행 도와주세요.,8146,2020-05-16
안전/환경,"와치맨, 갓갓, 켈리, 이기야 그리고 개인정보 조회에 가담한 사회복무요원에게 엄중처벌과 신상 공개를 요구합니다.",2432,2020-05-16
농산어촌,영세어민들도 대한민국 국민입니다,242,2020-05-16
기타,대한민국!!!보험~!!실태조사엄벌히처해주세요,1033,2020-05-16
행정,***신탁의 신탁영업인가 취소를 청원합니다.,638,2020-05-16
보건복지,코로나로 인해 아이셋 키우다가 파산신청해야겠어요!,791,2020-05-16
반려동물,새 4대 질병인 FBFD병 백신 개발연구를 해주세요,406,2020-05-16
정치개혁,대한민국은 식량 및 생필품 수출을 금지하라.,561,2020-05-16
기타,수험생들의 안전을 위해 상반기 국가 시험들을 모두 하반기로 연기해주세요.,11316,2020-05-16
교통/건축/국토,세금 미납세자들은 부동산 거래를 못하게 법적 장치를 마련해 주세요.,1359,2020-05-17
육아/교육,가난한 임용고시생을 도와주세요,588,2020-05-17
육아/교육,초등학생 온라인 개학 취소 및 연기를 청원합니다.,917,2020-05-17
육아/교육,공공교육기관 초밀접 지역 청년주택 건축 반대서명,464,2020-05-17
문화/예술/체육/언론,페이스북 여러곳곳에 퍼지고 있는 여론조작을 하는 언론(****)와 댓글알바 등을 진상규명 해주세요.,1860,2020-05-17
정치개혁,대통령께서는 415 총선의 민의를 받들어 윤석열 검찰총장을 해임하십시오.,12819,2020-05-17
미래,정부와 민주당에게 강력히 요청합니다.,1143,2020-05-17
기타,<코로나 19 진단키트 수출국 선정에 한국인 차별 사례에 대한 페널티를 고려해주세요.>,727,2020-05-17
정치개혁,내가 누구를 지지했는지 권리입니다 투표 실명제 해주세요,1320,2020-05-17
외교/통일/국방,코로나 진단 키트 수출을 통해 세계 각국에있는 한국인들을 인종차별로 부터 보호 약속받아주세요,526,2020-05-17
인권/성평등,허위신고 와 협박성 글에 지쳐 있는 만14세 여중생,2709,2020-05-17
보건복지,국고를 허술하게 승인하고 지급한 사안에 대해 2019년 종합감사에 걸린 담당 공무원들이 책임을 회피하고 어린이집 원장에게 국고환수하라고 강압적으로 압박을 넣고 있습니다.,544,2020-05-17
보건복지,영유아에게만 지원되는  돌봄수당(1인 40만원)을  고학년(초3학년~고등학생)을  키우는  가정에도  공평하게  지원해주세요..,4231,2020-05-17
안전/환경,음주자 택시기사 폭행의 건,395,2020-05-17
인권/성평등,n번방 가해자 처벌과 일간베스트와 디시인사이드 폐쇄를 해주세요.,3596,2020-05-17
보건복지,치아교정 피해자들이 더 이상 발생하지 않도록 조치를 부탁드립니다.,558,2020-05-17
정치개혁,'국가재난기본소득'의 지급방식이 잘 못 되었습니다,733,2020-05-17
보건복지,소상공인 긴급 경영 안전 지원금 사업장과 주민등록이 같지 않다고 지원대상에서 제외 되어 억울합니다.,442,2020-05-17
반려동물,"펫샵, 농장 등의 소동물 판매 및 입, 분양 규제를 강화해주세요.",1747,2020-05-17
미래,대학원생 최저연봉 인상 청원,411,2020-05-17
육아/교육,"코로나19로 인한 가족돌봄휴가,가족돌봄휴직,육아휴직 신청시 사업주 거부불가사유 등 제도개정촉구!",143,2020-05-17
일자리,경상북도 *******센터.,856,2020-05-17
안전/환경,"25일 기사시험을 강행하려는 큐넷, 고용노동부 멈추세요.",1344,2020-05-17
성장동력,5월 8일 어버이날 법정공휴일로 지정해주세요,928,2020-05-17
외교/통일/국방,군인 면회라도 풀어주세요..,538,2020-05-17
육아/교육,교사의 행정업무 모두 없애 주세요,1157,2020-05-19
기타,**의 구** 씨의 원래 교제 상대 인 최** 항소심에서 집행 유예없이 징역과 엄벌을 요구합니다. 또한 검찰이 보유하는 두 명의 성관계 동영상 삭제도 요구합니다.,3294,2020-05-19
일자리,대한민국 노동자를 죽이는 외국인 불법체류자를 추방해 주세요,1120,2020-05-19
문화/예술/체육/언론,축구 유소년 선수들의 비용 부담!!!,346,2020-05-19
보건복지,병원에서 의사한의사 치과의사 들의 막말폭언 갑질처벌강화해주세요,643,2020-05-19
육아/교육,등교개학을 늦춰주세요,12152,2020-05-19
인권/성평등,SNS로 접근해서 성착취를 한 여고생의 신상을 공개해주세요,2216,2020-05-19
교통/건축/국토,불법유턴 적용 교통법규 개선,241,2020-05-19
육아/교육,교육부가 정말 해야 하는 이야기를 해주세요.,942,2020-05-19
인권/성평등,대한민국 악의축 일베 폐쇄 요구합니다,12017,2020-05-19
정치개혁,가짜뉴스유포 및 허위보도에 대한 징벌적 배상제도를 도입해 주세요.,12016,2020-05-19
인권/성평등,또래 협박해 성착취물 유포한 여고생에 대한 엄중한 처벌을 요구합니다.,22134,2020-05-19
보건복지,보호종료아동이 자립수당을 받을 때 교육받는 자립의무교육의 질을 보장해주세요,256,2020-05-19
기타,외국의 부모님께 마스크를 보낼 수 있게 해주세요,457,2020-05-19
인권/성평등,간통죄 부활 및 입법 보완을 요청합니다.,2262,2020-05-19
보건복지,코로나 검사를 전국민으로 확대 실시 해주세요 ~!,326,2020-05-19
기타,전세 임대인을 처벌해주세요,418,2020-05-19
안전/환경,"진주 일가족 살인,살인미수 신상공개 꼭 해주시고 엄벌에 처해주십시요.",386,2020-05-19
기타,저희 아이랑 저를 살려주세요..,642,2020-05-19
기타,사기대행업체 ***를 폐쇄해 주십시오,796,2020-05-20
육아/교육,일괄적인 등교 개학을 원합니다,455,2020-05-20
인권/성평등,세월호 희생자들을 모욕한 사람들을 엄중처벌 부탁드립니다,5378,2020-05-20
육아/교육,현실과 맞지 않은 온라인개학을 반대청원 합니다.,792,2020-05-20
행정,대구시장 권영진에게 기부금과 추경금액 사용 내역을 투명하게 공개할 것을 강력히 요청합니다,4979,2020-05-20
외교/통일/국방,*** 항공사로 부터 대한민국 국민의 돈을 돌려 받을 수 있게 도와주세요.,848,2020-05-20
보건복지,"정부, 美日한국전 참전국에 마스크지원시 일본 지원 반대합니다",83907,2020-05-20
기타,경상남도 진주시의 방화 살인사건의 범인인 안인득의 심신미약을 인정하지 마십시오.,1302,2020-05-20
기타,유시민이사장님의 정치비평 은퇴선언 재고를 감히 부탁 청원합니다.,835,2020-05-20
외교/통일/국방,일본에 마스크 지원 반대합니다.,14905,2020-05-20
보건복지,일본에 마스크 지원  절대 반대합니다.,9462,2020-05-20
외교/통일/국방,일본에게 마스크를 보내지 말아주세요,21468,2020-05-20
외교/통일/국방,일본에 지원하거나 수출하는 마스크에 독도 이름을 새겨주세요. 아니면 지원 및 수출을 반대합니다.,8697,2020-05-20
기타,"""쑥떡 사망 사건""의 경찰의 초동 수사 부실 인정과 제대로 된 수사를 청원합니다.",9958,2020-05-20
기타,저는 7살부터 12살까지 한사람에게 성추행을 당했습니다.,1079,2020-05-20
일자리,희망을 잃고 무너져가는 기계/건설업종 대·중소기업을 위해 혁신적인 제도개선이 절실합니다.,377,2020-05-20
인권/성평등,상간자들 가정파괴범들의 형사처벌과 엄벌을 간곡히 요청합니다,4081,2020-05-20
행정,안중근 의사 유해발굴을 서둘러 주세요,639,2020-05-20
보건복지,코로나19. 재난생계수당은 누구를 위한 건가요..??,213,2020-05-20
보건복지,중증환자들의  아픔과 고통,172,2020-05-20
외교/통일/국방,코로나19로 외국인들도 우리와 똑같이 고통받고 있습니다.,396,2020-05-20
보건복지,장애영유아를 위한 보육교사 자격증을 따기만 해도 수당을 준다는 정책에 대해 청원합니다.,930,2020-05-20
인권/성평등,대리회사 횡포로 벼랑끝으로 몰린 대리운전기사  제발 살려주세요,422,2020-05-20
안전/환경,"미세먼지, 바이러스, 박테리아 용어표기가 식약처 KF인증 보건용마스크 만의 전유물인가?",160,2020-05-20
보건복지,코로나19 긴급생활자금 지원에 대한 특별 제안(긴급),344,2020-05-20
정치개혁,"국가혁명배당금당이 ‘여성 추천 보조금’ 명목으로 챙긴 8억4,000여만원의 국고반환을 청원합니다.",1936,2020-05-20
정치개혁,21대 국회의원 선거 결과에 나타난 국민의 마음을 담아 국회의 개혁을 요구합니다.,1297,2020-05-20
교통/건축/국토,왜 억울함은 중소기업만의 몫이어야만 합니까? 정부와 국민이 힘이 되어 주십시요!,532,2020-05-20
보건복지,대구시는 코로나 관련 조치에 대해 끝까지 책임을 다해주세요,326,2020-05-20
반려동물,동물병원 바가지진료비 사전고지의무화,1427,2020-05-20
기타,"덤프트럭 유가보조,덤프트럭 유류비지원",557,2020-05-20
정치개혁,"유시민 前보건복지부 장관께서는 정치비평, 논평 은퇴를 철회해주십시오.",871,2020-05-20
보건복지,아이들의 사시 수술 의료보험 나이제한을 풀어주세요!,297,2020-05-20
외교/통일/국방,군인의 연가보상비 삭감,10323,2020-05-21
보건복지,건강보험료 산정기준 개선,494,2020-05-21
안전/환경,대학가들이 장기적인 비대면 강의를 할 수 있도록 강력한 조치를 취해주세요.,19239,2020-05-21
육아/교육,절차의 정당성이 결여된 경상대학교-경남과학기술대학교간의 통합 계획 추진 재검토를 요구합니다.,2829,2020-05-21
보건복지,공적마스크 가격인하.. 해 주시면 안되나요?,3701,2020-05-21
일자리,국가기술자격 기사&산업기사 예정대로 시험치게 해주세요,926,2020-05-21
정치개혁,재외동포 대표 국회의원 재외동포의 손으로 뽑자,192,2020-05-21
문화/예술/체육/언론,"TV조선, 채널A 재승인신청 허가해주세요",435,2020-05-21
정치개혁,"21대 총선 1,118명 출마자들은 당선 후 연 세비 30% 삭감을 공약으로 발표하라 ㅡ 더뉴스코리아",534,2020-05-21
행정,약속을 어긴 인천항만공사의 만행을 막아주시고 억울하게 고소된 송도시민들을 구해주세요.,3483,2020-05-21
기타,국회 180석을 차지한 여당과 청와대는 미뤄왔던 중요한 개혁들을 올해 안에 처리해 주세요.,844,2020-05-21
정치개혁,정부와 더불어민주당에게 바란다 _ 이제 꾸물거리지 말아주십시오,1122,2020-05-21
교통/건축/국토,세종시 반다비빙상장을 최초원안으로 건립해주십시오! 무단입지변경시도 절대반대합니다,192,2020-05-21
정치개혁,윤석열총장님의 수사지시를 막아 주십시오.,1363,2020-05-21
정치개혁,180석을 드린 이유.,3818,2020-05-21
보건복지,코로나19의 2차 팬데믹을 대비한 혁신 대책 제안,268,2020-05-21
외교/통일/국방,국방TV 토크멘터리전쟁사 및 본게임 프로그램 유지 및 국방홍보원장 박창식의 경질을 요구합니다.,6894,2020-05-21
인권/성평등,제발 공권력 횡포에 휘둘리는 모녀를 도와주세요,548,2020-05-21
행정,화재로부터 10여명의 생명을 구한 의인이 합법적으로 대한민국에 머무를 수 있게 도와주세요.,10972,2020-05-21
인권/성평등,미래통합당 낙선운동 여성을 폭행한 가해자 구속수사 요청합니다.,3858,2020-05-21
정치개혁,정세균 총리의 일본에 대한 무상지원 관련 탄핵을 원합니다,1575,2020-05-21
행정,중랑구청장과 구의원들의 파면을 촉구합니다,450,2020-05-21
보건복지,**희망원(고아원)교사가 정신질환아이를  세탁기에 넣어 학대를 했습니다,1623,2020-05-21
행정,"공무원 연가보상비 삭감에 해당되지 않는 교육""공무원"" 교사 수당 삭감도 검토해 주십시오.",649,2020-05-21
기타,양양군 양양읍 불법체류자 카자흐스탄 알리씨의 영주권,6346,2020-05-21
기타,전라북도청의 코로나를 핑계로 선거철 정치적 표적단속에 자영업자들이 죽어가고 있습니다.,608,2020-05-21
육아/교육,장애인식개선을 위해 장애아동과 비장애아동이 함께 어린이집에 다니게 해주세요,657,2020-05-21
인권/성평등,화마속 10명구한 불법체류자 추방이 아닌 영주권 이라도 줘야 하지 않나요!!,28531,2020-05-21
보건복지,장애인 주차,139,2020-05-21
육아/교육,**대학교의 대면 강의를 연기하여 주십시오,319,2020-05-21
보건복지,안내견의 국회 출입 및 인식에 대한 개선방안 제안,320,2020-05-21
정치개혁,가짜뉴스를 강력히 처벌해주세요,1740,2020-05-21
육아/교육,"원격학습 하기위해 등교하는 초등학생들을 선생님, 외면하지 말아주세요",163,2020-05-21
육아/교육,초중고 온라인개학의 중단 혹은 개선을 청원합니다.,687,2020-05-21
육아/교육,확실한 대책방안이 시급합니다.,223,2020-05-21
기타,부산 삼정더파크 동물들을 보호해 주세요,1136,2020-05-21
외교/통일/국방,일본에 마스크와 진단키트 지원 반대,4860,2020-05-21
보건복지,코로나 19  지원금 형평성 문제,689,2020-05-21
기타,*** 변호사 이민 추진 청원,406,2020-05-21
보건복지,도와주세요,263,2020-05-21
행정,"대구 긴급재난 지원금 , 적은 금액이라도 대구 모든 시민들에게 지급 해야 합니다!",2281,2020-05-21
안전/환경,코로나사태 때문에 밀리는 시험 공지 규칙 좀 정해주세요.,221,2020-05-21
보건복지,의료목적인 여성의 가슴축소수술도 의료보험 적용 받게 해주십시오.,12218,2020-05-21
문화/예술/체육/언론,공공체육시설(실외)오픈해주세요,2359,2020-05-21
행정,벌금 및 세금등 체납자 재난소득지원 금지해주세요,981,2020-05-21
안전/환경,****시장 관리회사의 입점상인 두번 죽이기,1004,2020-05-21
외교/통일/국방,일본에  마스크 지원 금지 해주세요,6060,2020-05-21
일자리,"기사, 산업기사 1회차 시험 2주연기로 변경해주세요",741,2020-05-21
육아/교육,2020년 제 1회 기사시험 연기에 따른 한국산업인력공단의 대응 방안을 변경해야 합니다.,1546,2020-05-21
안전/환경,**대학교 비대면 강의 연장을 청원합니다.,614,2020-05-21
행정,연기된 기사 시험 그후... (feat. 저주받은 1회차수험생),505,2020-05-21
행정,불쌍한 **건설,255,2020-05-21
행정,부동산 p2p투자 개선이 필요합니다,462,2020-05-22
보건복지,"강간, 폭행, 음주운전 의대생은 의사가 되면 안됩니다.",55786,2020-05-22
행정,유권자도 보호 받을 수있는 법을 개정해 주세요,338,2020-05-22
외교/통일/국방,"한국정부의 일본 마스크지원을 찬성합니다. 일본의 ""국민들""을 도와주세요.",2808,2020-05-22
보건복지,간호등급 병상대비 아닌 환자수 대비로 전환 요청,321,2020-05-22
행정,코로나 대응을 위해 힘쓴 질병관리본부 직원들의 연가보상비를 보장해주세요.,14761,2020-05-22
문화/예술/체육/언론,온라인 게임회사의 횡포를 막기 위해 1인당 유료 결제상품 금액 제한을 걸어주세요,2560,2020-05-22
기타,광진구 클럽서 여친 지키려던 20대 폭행 사망사건  가해자들 엄벌에 처해주십시오,2127,2020-05-22
보건복지,"제발 .. 우리 아빠좀 살려주세요.,.,",3832,2020-05-22
보건복지,대한민국에 ‘원격의료시스템’의 전면적 도입이 시작되어야 합니다!,438,2020-05-22
기타,회생으로 집 경매 위기,238,2020-05-22
외교/통일/국방,독도를 자기 땅이라 우기며 국권을 농락하는 일본에 대한 코로나 지원을 반대합니다.,4756,2020-05-22
안전/환경,건설사 악의적인 하자처리 지연.,321,2020-05-22
기타,*****란 바이오회사에 관하여.,349,2020-05-22
행정,재난 지원금 소득하위 70% 추경 신속하게 지급해주세요,27139,2020-05-22
일자리,소형화물차의 무한 증차를 멈추어 주세요,473,2020-05-22
기타,*******의 장기 가입고객 호갱 행태 _ 혜택을 숨기고 가입 취소시만 혜택 제안,257,2020-05-22
정치개혁,촉법소년 처벌법을 개정해 주세요,4293,2020-05-22
반려동물,해외에 두고 못데려온 반려동물 제발 데리고올수있게 해주세요,1003,2020-05-22
안전/환경,장애인 주차증 발급기준을 완화해주세요.,309,2020-05-22
기타,해외고립 원양어선원 송환 지원에 감사 드립니다.,203,2020-05-22
안전/환경,** **아파트 개별난방 전환공사 무단재개 긴급시정 요청,257,2020-05-22
육아/교육,급식비 예산 일반 가정으로 지원 요청합니다.,1022,2020-05-22
보건복지,재난 기본소득: 보편적으로 지급하고 선별적 효과를 낼 수 있는 방안,169,2020-05-22
보건복지,"긴급돌봄 축소, 신청 기준 강화를 부탁드립니다",250,2020-05-22
인권/성평등,이혼의 상처에 꼬리표를 달지 말아주세요,746,2020-05-22
농산어촌,'경계선 관통대지'로 피해받는 농민입니다.  도와주세요,180,2020-05-22
기타,도와 주세요 .외국인 아버지가 자기 딸 미성 년자 성추행 강간 사건 입니다,1556,2020-05-22
보건복지,러시아에서 노보시비르스크에 일반환자인데 위급합니다,166,2020-05-22
안전/환경,도움이꼭 필요합니다,208,2020-05-22
보건복지,코로나19로 인한 마스크 사기범들 엄중 처벌해주세요,452,2020-05-22
보건복지,아토피 신약 듀피젠트 보험화 해주세요.,316,2020-05-22
일자리,*** ** 코리아를 고발합니다.,265,2020-05-22
외교/통일/국방,국방TV 프로그램 '토크멘터리 전쟁사' 프로그램의 폐지 이유를 밝혀주세요,1811,2020-05-22
성장동력,여행업에 대해 잠시 생각해주세요.,406,2020-05-22
행정,"경기지역화폐  카드신청 발급 지연, 배송지연, 누락에 대하여 조치 건의드립니다.",552,2020-05-22
보건복지,"맞벌이 가정은, 장애인 활동지원 제공 시간이 너무나도 부족합니다(지원 시간에 대한 판정 기준 변경이 필요합니다~!)",396,2020-05-22
육아/교육,소상공인코로나대출지원금 언제 나오나요,289,2020-05-22
미래,국민을 믿고 전세대에게 100만원 지급해 주세요,614,2020-05-22
일자리,영세  계란 수집업자들의 폐업을 막아주세요,416,2020-05-22
교통/건축/국토,**** 비상대책위원회의 가짜뉴스 살포를 엄벌해 주십시오.,423,2020-05-22
문화/예술/체육/언론,게임개발사 **소프트  고발합니다,792,2020-05-22
외교/통일/국방,"일본에 마스크 지원반대, 진단키트 수출반대",4379,2020-05-22
행정,시골 작은 교회를 도와주세요.,954,2020-05-23
인권/성평등,흉악한 스토커를 두려워하는 대한민국 삼십대 미혼여성입니다.,12807,2020-05-23
기타,간곡히 절실히 부탁드립니다.,455,2020-05-23
외교/통일/국방,부대 내 구타사건 및 재발방지를 위해 힘써주세요.,2145,2020-05-23
인권/성평등,성매매 및 조건만남 온라인 커뮤니티의 폐쇄를 요청합니다. (싸이트 첨부),889,2020-05-23
안전/환경,밝은미래의 청소년들을위해 (미성년자)소년법을 폐지해주십시요.,1632,2020-05-23
문화/예술/체육/언론,"무능한 방통위를 해체하고, 방통위원장 한상혁의 사퇴를 엄중히 촉구합니다.",896,2020-05-23
행정,"하남시청 공무원들 4월 17일(금) 18시 이전 퇴근, 공무원 근태점검 요청.",461,2020-05-23
보건복지,의료용대마 사용확대와 대마초 비범죄화,13973,2020-05-23
정치개혁,세월호 7시간 박근혜 전대통령 보고문서가 공개될 수 있도록 도와주세요,3149,2020-05-23
기타,채널A와 TV조선의 재승인을 의결한 방통위 한상혁 위 원장과 허욱 방통위원의 즉걱 파면을 요구합니다.,1576,2020-05-23
육아/교육,코로나19 우리아이들도 지원 받을 자격이 있습니다,306,2020-05-23
인권/성평등,"보육원아이들을 이용한돈벌이, 미성년자범죄에 대한 강력한 조사진행을 요청합니다.",852,2020-05-23
미래,모바일게임 대기업이 운영하면 도박도 합법인가요??,302,2020-05-23
안전/환경,신호등 체계개선,283,2020-05-23
안전/환경,**대학교와 ****대학교의 대면강의를 연기하여 주십시오,1338,2020-05-23
보건복지,긴급재난지원금 기부에 동참 합니다,248,2020-05-23
기타,아픈 어머니를 뵙게 해주세요,242,2020-05-23
일자리,장애인 안쓰는 업체등 단속 철저히 해주세요,307,2020-05-23
행정,임대료 불법연체이자업체를 고발합니다.,169,2020-05-23
일자리,신용불량자가 죄인입니까?,458,2020-05-23
육아/교육,9월학기제 시행을 원하는 학생들의 간절한 호소에 귀기울여주세요.,2533,2020-05-23
행정,‘코로나19’로 인한 피해를 보상 받을 길 없는 민간 청소년수련시설에 대한  지원을 간곡히 청원합니다.,1514,2020-05-23
보건복지,항암치료로 입원시 진행되는 코로나 검사비용이 너무 부담됩니다..,786,2020-05-23
보건복지,긴급재난지원금으로 상품권 지급을 멈추어 주세요.,876,2020-05-23
외교/통일/국방,군부대 구타사건,440,2020-05-23
보건복지,암환자 입원시마다 코로나검사 자비부담 부당합니다.,461,2020-05-23
행정,제2의 피해자를 만드는 개인회생법 없어졌음 좋겠습니다.,256,2020-05-23
보건복지,대구지역 전문대학 1학기 전면 온라인강의 요청합니다.,533,2020-05-23
반려동물,반려동물 억울한 죽음 수의사 자격박탈 하게 해주세요,3141,2020-05-23
